,Spectral#Flatness#C3#delta,Spectral#PeakFrequency#C3#delta,Spectral#Entropy#C3#theta,Spectral#PeakFrequency#C3#theta,Spectral#RelativePower#C3#alpha,Spectral#Entropy#C3#alpha,Spectral#RelativePower#C3#beta,Spectral#Diff#C3#beta,Spectral#EdgeFrequency#C3#gamma,Spectral#RelativePower#C4#delta,Spectral#Entropy#C4#delta,Spectral#EdgeFrequency#C4#delta,Spectral#RelativePower#C4#theta,Spectral#Flatness#C4#theta,Spectral#PeakFrequency#C4#theta,Spectral#Entropy#C4#alpha,Spectral#RelativePower#C4#beta,Spectral#Entropy#C4#beta,Spectral#EdgeFrequency#C4#beta,Spectral#Diff#C4#beta,Spectral#RelativePower#Cz#delta,Spectral#Entropy#Cz#delta,Spectral#Diff#Cz#delta,Spectral#EdgeFrequency#Cz#theta,Spectral#Diff#Cz#theta,Spectral#Entropy#Cz#alpha,Spectral#EdgeFrequency#Cz#beta,Spectral#Diff#Cz#beta,Spectral#Flatness#Cz#gamma,Spectral#PeakFrequency#F3#delta,Spectral#RelativePower#F3#theta,Spectral#EdgeFrequency#F3#theta,Spectral#RelativePower#F3#alpha,Spectral#Entropy#F3#alpha,Spectral#EdgeFrequency#F3#alpha,Spectral#EdgeFrequency#F3#beta,Spectral#RelativePower#F3#gamma,Spectral#PeakFrequency#F4#delta,Spectral#Diff#F4#delta,Spectral#RelativePower#F4#theta,Spectral#Entropy#F4#theta,Spectral#Flatness#F4#theta,Spectral#Diff#F4#theta,Spectral#RelativePower#F4#alpha,Spectral#Entropy#F4#alpha,Spectral#EdgeFrequency#F4#alpha,Spectral#RelativePower#F4#beta,Spectral#Entropy#F4#beta,Spectral#Diff#F4#beta,Spectral#PeakFrequency#F4#gamma,Spectral#Entropy#F7#delta,Spectral#Diff#F7#delta,Spectral#Entropy#F7#theta,Spectral#Flatness#F7#theta,Spectral#Diff#F7#theta,Spectral#EdgeFrequency#F7#alpha,Spectral#Diff#F7#alpha,Spectral#Flatness#F7#beta,Spectral#PeakFrequency#F7#beta,Spectral#Diff#F7#beta,Spectral#RelativePower#F7#gamma,Spectral#Entropy#F7#gamma,Spectral#Flatness#F7#gamma,Spectral#EdgeFrequency#F7#gamma,Spectral#Diff#F7#gamma,Spectral#EdgeFrequency#F8#delta,Spectral#PeakFrequency#F8#delta,Spectral#Diff#F8#delta,Spectral#Entropy#F8#theta,Spectral#Flatness#F8#theta,Spectral#EdgeFrequency#F8#theta,Spectral#PeakFrequency#F8#theta,Spectral#Diff#F8#theta,Spectral#RelativePower#F8#alpha,Spectral#Entropy#F8#alpha,Spectral#Flatness#F8#alpha,Spectral#EdgeFrequency#F8#alpha,Spectral#PeakFrequency#F8#alpha,Spectral#Diff#F8#alpha,Spectral#Entropy#F8#beta
213_2$1,0.4082686477711051,0.05,0.9635483237554598,0.27083333333333326,0.46378417682871154,0.7937595122918538,0.3062880203294977,0.9483369456200148,0.6363636363636368,0.11174670872685505,0.8023334665801077,0.2621359223300971,0.6543502096633872,0.07866748838654228,0.5,0.8417081069880437,0.23166266780510322,0.7488850436674066,0.46153846153846134,0.8295639411941468,0.1377555547477858,0.7726830286175754,0.5599254787599637,0.375,0.09248698294150474,0.8249359478990723,0.4642857142857142,0.8821901282487389,0.9663845920498294,0.1,0.12366858132630204,0.41558441558441556,0.4390673972073358,0.748677612554558,0.5833333333333335,0.4814814814814816,0.2760816735359157,0.16666666666666669,0.5205605755758753,0.269970426940764,0.6645894333888672,0.45715367960296094,0.1280120067156196,0.2721368431222528,0.9326799049839083,0.625,0.4779557914907435,0.9119899072128416,0.8900581845263313,0.1904761904761903,0.7272672319778563,0.6665831863894404,0.9007281994866251,0.765689975097766,0.08648567999711346,0.5416666666666665,0.5955231948736563,0.9062475586171767,0.03703703703703701,0.9414767279144709,0.3304881479762256,0.9380312875299751,0.9268878911807789,0.6250000000000001,0.339753147059354,0.25,0.3666666666666666,0.7198532530463353,0.294304085887745,0.1396948536510511,0.388888888888889,0.5,0.11439738871387589,0.18457658010094938,0.9315257601620326,0.8688518620503678,0.6666666666666665,0.875,0.5918822145417773,0.7719218008963661
357_2$1,0.3970881607324352,0.425,0.9300808568546304,0.5,0.18862807051468036,0.9829128255429266,0.48846642289315795,0.9458732569854567,0.7272727272727274,0.1742331725895611,0.9914385904195475,0.3495145631067961,0.28247345236406307,0.5457543218679523,0.5,0.9511965473784749,0.4705489963060833,0.9655803532913558,0.7115384615384616,0.9345718749361679,0.31361010278626966,0.8720720873733729,0.4846761093636827,0.375,0.08219619241436335,0.9553271954375573,0.4821428571428572,0.9038657956928953,0.9390873431850573,0.425,0.12578315231468415,0.4545454545454545,0.13310632730008273,0.9783335860418269,0.4375,0.6851851851851852,0.766456889569752,0.05,0.3976796926411979,0.19789404358376042,0.9602678410098525,0.8929485209706284,0.14937315098916315,0.16533356348606199,0.9082782274297845,0.375,0.4848919130908774,0.9559113881622262,0.9486583804466131,0.21428571428571427,0.8345091815881416,0.6912524548590275,0.9520634748520305,0.849964506373936,0.09878370382687815,0.5,0.5931562691835379,0.9704133246794507,0.05555555555555555,0.936763586924489,0.745478336052296,0.9098959820677637,0.8971195917234234,0.7499999999999997,0.6353578824480025,0.21875,0.1,0.7077987064430075,0.9335280609674802,0.8069179840326086,0.513888888888889,0.75,0.13467424062251487,0.1132820105482858,0.9259597931089666,0.8349234387891069,0.375,0.125,0.5446412906129208,0.9622709830072202
270_1$1,0.24924212664620676,1.0,0.0006308294845150489,0.5,0.06920487346376178,0.0,0.09090092874050831,0.0,0.4545454545454547,9.124272584474418e-06,0.6192915859858852,0.3786407766990291,1.0,0.0,0.5,0.0,0.12212469662687866,0.0,0.19230769230769226,0.0,0.004934416220838428,0.7761442157250882,0.6761134323984258,0.375,0.07701054903894393,0.0,0.10714285714285715,0.0,0.31077181471387094,0.2,0.025099732114468438,0.41558441558441556,0.036985363654433834,0.9792281741089318,0.5,0.6296296296296297,0.5480327608754254,0.35,0.6629112523460234,0.6768691052096125,0.11696515201467242,0.038885668216366506,0.12863728338563074,0.029826406147313404,0.6837661335501858,0.875,0.36382652720200004,0.8414628859667425,0.8596672709736223,0.42857142857142855,0.6778254222368645,0.7134994200095685,0.06247644758831716,0.01966040977016801,0.08889087502901062,1.0,0.61522841104104,0.5619810647173755,0.0,0.9166801554255046,0.21655185238180347,0.7928138043805671,0.7672276697134831,0.37499999999999983,0.44673720129521494,0.1875,0.15,0.7307864046411242,0.015707994842775727,0.0043762239237595925,0.388888888888889,0.5,0.12612711732458107,0.039668913061193654,0.08642033790972033,0.04630437638648064,1.0,1.0,0.6565152380927847,0.3733522446476476
334_1$1,0.2538945580265236,0.35,0.960607369861936,0.09375,0.09653478025653578,0.9780190535077132,0.6395670951347501,0.9712337065135084,0.590909090909091,0.19006130317906023,0.8573841420232703,0.23300970873786406,0.15257433637262355,0.6768963376142508,0.4375,0.953646674889503,0.765540022829825,0.8911573229073978,0.423076923076923,0.94021694882155,0.32696653315567975,0.7746156157406977,0.6147182110340041,0.4583333333333333,0.09973084024193106,0.9380507160286925,0.4285714285714286,0.9067357876883456,0.9879279872287541,0.25,0.07053085564564218,0.49350649350649345,0.08632833601264159,0.9664509167903134,0.5,0.5740740740740741,0.6542005797597873,0.5,0.6673801219156147,0.02575027022573934,0.9595104822636661,0.8546514134081286,0.1338353358623423,0.09335386465757646,0.9797360438625844,0.4375,0.8229245909867529,0.9743134951182469,0.992554431927852,0.7857142857142857,0.7542648000758913,0.6963551085699983,0.9224993511966988,0.7577077900829823,0.09848918315504678,0.5,0.593159061510003,0.8815359763726786,0.2222222222222222,0.9096327563137868,0.5429714097769215,0.9310532060134022,0.9213073680217898,0.7499999999999997,0.47581622808708435,0.375,0.5,0.7048642108863172,0.9570794594856338,0.8535139506165597,0.3472222222222223,0.28125,0.12212201416172201,0.10391599233793161,0.9382380860207918,0.8687035181931092,0.375,0.25,0.5475617654583483,0.9803623450659706
297_1$1,0.7659315609457807,0.2,0.920231115787256,0.71875,0.35474434051863607,0.9749211153276216,0.546107626253949,0.8725603339291487,0.590909090909091,0.15670014383033742,0.95112774245599,0.5242718446601942,0.15816167848010454,0.6089616266608701,0.71875,0.961788895885562,0.5869994641785561,0.9025817678089038,0.36538461538461536,0.924948730609405,0.10209593581124388,0.8435956445953811,0.5615870649252028,0.4166666666666667,0.07992590200270433,0.8900646126155239,0.2678571428571429,0.7831072514746007,0.884534541744896,0.15,0.08670141828289255,0.41558441558441556,0.23039610981753808,0.9530131426467243,0.5625,0.40740740740740744,0.39121099321704833,0.075,0.5751551523094166,0.14536683047551122,0.843344978062226,0.615158193725812,0.13603092208119852,0.24185838998179934,0.9376038029091008,0.4375,0.5988565778402256,0.9270682124613602,0.9239450466582118,0.14285714285714285,0.7834154140079612,0.6352999045340663,0.9759442670523991,0.9321444132569198,0.11743802197391184,0.5625,0.6094241899686176,0.8209513389257244,0.0,0.7882223372830317,0.3699033155356434,0.9682320863438811,0.9623031052427672,0.7499999999999997,0.3770026415246806,0.40625,0.075,0.60938955927617,0.9077134608725995,0.7833769829080728,0.5972222222222223,0.53125,0.14495004911514026,0.259675203670691,0.9567680085936696,0.9135383464677033,0.5,0.3125,0.548471236293319,0.8908013338713168
153_2$1,0.600515415373282,0.375,0.6430338555991388,0.5,0.3164914365566117,0.9274215594196652,0.43188107138828113,0.8813489753984206,0.4545454545454547,0.11348773016995517,0.906669764209392,0.4951456310679611,0.4934575454668961,0.27262531136052776,0.5,0.9266238267082997,0.3718672623089331,0.827561549003506,0.423076923076923,0.8712979257399966,0.23472289753052997,0.6492733825585664,0.45847129428438027,0.4583333333333333,0.08553182640606585,0.954368371027679,0.4285714285714286,0.8928666801885037,0.9633702782758818,0.575,0.1987557790657251,0.49350649350649345,0.32678913673970467,0.8739470178592703,0.25,0.40740740740740744,0.22465473371913047,0.15,0.617736304873656,0.19460330368035766,0.834194478278071,0.65566264041815,0.1422663150717934,0.28906057801080065,0.9563051993133846,0.5,0.5831107887372017,0.8444347166642593,0.8721304463599635,0.2857142857142857,0.6820592995798773,0.6855782123054144,0.7606324918881797,0.5190848888439095,0.13462300226255228,0.25,0.49516804251293584,0.8240085572276838,0.19444444444444445,0.8979382384605995,0.2698499614604822,0.940401128197505,0.9344640795666459,0.37499999999999983,0.33353404295944833,0.25,0.175,0.6218278414982541,0.8991077363811069,0.7902311904127942,0.388888888888889,0.5,0.14851538042991086,0.2330405221362827,0.9631865297399503,0.919049258134763,0.5,0.625,0.5535661816380452,0.8398685405372716
017_2$1,0.08264115710480174,0.0,0.8602843124900404,0.5,0.26822704544010334,0.9547289151860812,0.42730212826220215,0.881973114779196,0.4545454545454547,0.28280947524576106,0.920019068428071,0.3203883495145631,0.3734809120892001,0.4905538341562249,0.5,0.9442411934812557,0.33336517529630866,0.906758891439352,0.6538461538461539,0.9311002021982636,0.28497523813802544,0.8505720724782851,0.5538986906190123,0.125,0.08017712259916071,0.8651222349773215,0.7500000000000001,0.9471712944718804,0.8874019815107409,0.45,0.23767408488665578,0.3376623376623376,0.22063027828417658,0.9049307939739855,0.5,0.7407407407407408,0.3865245016102846,1.0,0.8585429346788553,0.2733812453001075,0.8300951726132925,0.5861637258136467,0.10846511770258402,0.1985412922662266,0.9709522942006297,0.5,0.44970623314618535,0.9401579183976981,0.9118687889181745,0.42857142857142855,0.7472336839380489,0.6944891759988492,0.9166437531380751,0.8105892210925484,0.0679401776269813,0.625,0.5875160084025828,0.9666992566386285,0.5,0.9572314664656754,0.40450341320087707,0.9300728790551933,0.9195307665522693,0.37499999999999983,0.2963257176548202,0.5,1.0,0.766920678261926,0.9239580053614647,0.7754989393945582,0.22222222222222232,0.0,0.1052380444575062,0.27440413699787836,0.9546835800719266,0.9198292712515186,0.625,0.625,0.5639773539572964,0.9264745486278115
053_2$1,0.31543887608382687,0.25,0.8107292352169708,0.5,0.2834678478552954,0.9715887903831151,0.6287836994704433,0.9256533030750941,0.6363636363636368,0.1468007338054488,0.7468754661413204,0.22330097087378634,0.09119183158250824,0.7856328762265172,0.45833333333333326,0.9591195828964674,0.7841372289119661,0.8561776543898563,0.3846153846153847,0.9392524604091623,0.1432566514183078,0.7597385905310645,0.5787203777478876,0.3472222222222223,0.09184805330960355,0.91811100944608,0.6071428571428573,0.92863894804043,0.9609193329062192,0.3166666666666666,0.07939980145345193,0.44155844155844143,0.26057375023308593,0.905362925497926,0.5,0.5185185185185186,0.41925153904922735,0.2666666666666666,0.6353227083269752,0.09666519124557468,0.9617920415051386,0.8656358186709264,0.13933940114006083,0.15403324984223063,0.9728459377222662,0.5,0.8306094770695059,0.9384083937338092,0.9445361250808081,0.7619047619047618,0.7432067425529894,0.7300655499485443,0.727484153219283,0.5237986742241706,0.08484048343337684,0.4583333333333335,0.6091928335875804,0.827787424497535,0.07407407407407411,0.9055306704250775,0.342942590451939,0.9642747888541597,0.9601589696944061,0.37499999999999983,0.3960559487370921,0.375,0.4,0.7011200221147784,0.984481663233564,0.9372814219113812,0.3333333333333333,0.6875,0.1348221521821673,0.22765980806765504,0.9233450021352293,0.8422712911879978,0.5,0.4583333333333335,0.5527582487534112,0.8837010865816287
117_2$1,0.5187353497871985,0.3,0.6448041619910776,0.8333333333333333,0.8855397638031122,0.6166370879820333,0.12900114790041328,0.9396202102993718,0.5454545454545453,0.25584628961011746,0.884329533225219,0.3203883495145631,0.15431906959911082,0.867573925758612,0.5208333333333333,0.9056090355477779,0.500561367457717,0.9483898700295331,0.5384615384615384,0.9493222653285466,0.09187117525625878,0.8269516979928568,0.5366840037519719,0.8472222222222223,0.19674964495494177,0.6059588651176423,0.392857142857143,0.9366120573545955,0.9615150276472162,0.3,0.2094907375185211,0.7792207792207793,0.805795618847991,0.41357207065729484,0.20833333333333348,0.4814814814814816,0.14625087187125396,0.05,0.6094740875824287,0.17396375334317127,0.8148749529373942,0.6070935768529321,0.20518754832329772,0.6711421081377412,0.5577725872062428,0.20833333333333348,0.281713668178369,0.951839002409378,0.9452371947088768,0.33333333333333315,0.8754163170547145,0.705810636263722,0.7678721749021017,0.5521412602059386,0.20859276838243543,0.20833333333333348,0.4748366011954474,0.9083973546219781,0.1481481481481481,0.9428323526994332,0.16976716983548804,0.846370325745514,0.8261656250866656,0.37499999999999983,0.24573624073586792,0.16666666666666674,0.05,0.6370475512330055,0.8827485049415109,0.761874722778263,0.6666666666666666,0.9791666666666667,0.1712807721696896,0.5613078145409203,0.59183913647909,0.28847065703366565,0.20833333333333348,0.16666666666666652,0.4909198316207704,0.9674919420603191
174_1$1,0.4977922909164576,0.4666666666666666,0.9152088996546897,0.6458333333333333,0.4968311046123795,0.9316599868601662,0.43388719069263537,0.9021617031537783,0.5454545454545453,0.16178453661309058,0.8659426020089269,0.22330097087378634,0.13467676571393145,0.8119970595620125,0.9375,0.9214315552773159,0.5696043194180553,0.8219512404314893,0.346153846153846,0.9002106312640438,0.22473917699209311,0.8015377122735391,0.5429954909588335,0.6805555555555557,0.20543120593354397,0.8235029302283539,0.392857142857143,0.8974632657120434,0.9066253764085674,0.4666666666666666,0.23063425672743532,0.7792207792207793,0.4497337994283265,0.8419992039682453,0.25,0.2962962962962963,0.14753913899433693,0.3166666666666666,0.668176643595336,0.1655751663994942,0.8196239724504241,0.6396187775473959,0.16166558199970288,0.44094274018258434,0.8588105808998402,0.375,0.570097342374827,0.8774484167853277,0.9282880205455692,0.42857142857142855,0.9235907727447548,0.6899297335157095,0.8863958250925503,0.7729518848716421,0.1810021616651657,0.25,0.49799911068885083,0.76620764493379,0.2962962962962962,0.9075403196389066,0.18581332189741395,0.8782939337868552,0.85864672943693,0.37499999999999983,0.30773615396092274,0.41666666666666674,0.4666666666666666,0.6879180614239658,0.9635013282713241,0.8830982576241613,0.527777777777778,0.625,0.15667140580163286,0.40858832727527017,0.8745261083158855,0.7512051624288627,0.375,0.4166666666666665,0.5440980625987881,0.8826828238082234
038_2$1,0.44509435183713336,0.35,0.8663674956377838,0.0625,0.16914858883781672,0.9678638576258128,0.5084872754114355,0.93335865724466,0.36363636363636415,0.32683555656090907,0.7299824344607059,0.28155339805825236,0.15115339594217042,0.8395259261479565,0.1875,0.9626000305870118,0.5342743419315953,0.9052628091534808,0.46153846153846134,0.9147090623987869,0.337243665758532,0.8061282301278969,0.44940582534166523,0.263888888888889,0.0816991940754565,0.9333749596314674,0.35714285714285704,0.8824957618995162,0.9431848234876603,0.2333333333333334,0.29232372433733556,0.41558441558441556,0.24365236793619593,0.944927599016603,0.5833333333333335,0.4444444444444443,0.22063699647008056,0.4666666666666666,0.6090046986211356,0.602150949931362,0.33442014811767085,0.13787344081174394,0.11861429672705942,0.13100607888405885,0.8933979815924021,0.6666666666666665,0.36732834633146655,0.7475085783710128,0.7449185231820912,0.42857142857142855,0.79756912756712,0.6811138540479647,0.8557646318892571,0.724175712323242,0.0969404488715831,0.5,0.6086941263808704,0.805986601865884,0.018518518518518552,0.8670297581183374,0.26994124055263546,0.9394982572399845,0.9290701247738974,0.37499999999999983,0.37058900063546124,0.39583333333333326,0.3833333333333334,0.6586236149424426,0.8915106051332147,0.6938735034246472,0.22222222222222232,0.375,0.12280718681528222,0.23946813209959045,0.9646820477691689,0.9263934421994274,0.5416666666666665,0.6666666666666665,0.5463003648530209,0.8726105645707677
370_1$1,0.4522545234298578,0.9,0.9456208148893427,1.0,0.23217794216871693,0.9622698201935078,0.4476557767068194,0.961010400854286,0.7272727272727274,0.671032335679022,0.9758453468456612,0.2621359223300971,0.1454724384416854,0.8063921129646606,0.1875,0.9380350284122269,0.2572321173168777,0.9621472346106259,0.5384615384615384,0.9543383145097566,0.38468771580701866,0.7260537196404744,0.714130717275294,0.375,0.0702846687871773,0.9647832958717526,0.4285714285714286,0.9440588007869376,0.9120704901539366,0.3,0.15631686889728588,0.25974025974025966,0.10750124897002511,0.8672545297997466,0.375,0.6296296296296297,0.3933614171139317,0.05,0.6453503143195443,0.12438433753259029,0.8881410606080927,0.74104883691396,0.12185588855368187,0.1459176631588138,0.9760102303238769,0.625,0.483681168341225,0.9305668928467795,0.9607983336062536,0.0,0.8109012744872378,0.6916008698542463,0.9500752059748305,0.8804967505781237,0.09800817430626187,0.375,0.5888006945488035,0.9428506540545922,0.6666666666666666,0.9609878164737563,0.5652148670222495,0.9425292122568253,0.9375909205636153,0.7499999999999997,0.39674084818038413,0.0,0.05,0.6053309785361033,0.8402295832030023,0.6712981103901258,0.388888888888889,0.5,0.12613600833039518,0.14211023813564638,0.9934014584139478,0.98837907505659,0.5,0.875,0.5544045836112628,0.9327307792979694
234_1$1,0.3573970419685757,0.1,0.8094899123956285,0.5,0.1253788462840022,0.9599079842284061,0.41443266631618947,0.9503717308244265,0.4545454545454547,0.26914727980236364,0.7795281828164475,0.17475728155339804,0.21013216572292645,0.45218241098845063,0.5,0.9593613301302897,0.48125391361308983,0.9942497700631177,0.7115384615384616,0.9543100133576724,0.35380915122886536,0.7758021004904865,0.5840084893236893,0.375,0.09314241091626074,0.9266719565884055,0.5357142857142858,0.9372950938209089,0.9170714681427465,0.125,0.17827417176938623,0.41558441558441556,0.09005417381880534,0.9394153498749093,0.5,0.6851851851851852,0.6116667900318495,0.025,0.5991956199809826,0.08380488496635069,0.9636323420975359,0.8882902078140957,0.13497615038732444,0.1313717233103696,0.9954490728002042,0.5,0.6329598477956193,0.9729233203115127,0.9679981131841148,0.0,0.7700616469131317,0.6924119166620263,0.6585265305018639,0.45835104891550993,0.09876772337326056,0.5625,0.6018134669178279,0.918703850701955,0.0,0.9353258229525746,0.426080200375087,0.9228499113950295,0.9091765023585766,0.37499999999999983,0.3162179579748312,0.125,0.1,0.6977767927078482,0.876173520069766,0.7535451337997511,0.388888888888889,0.5,0.14272024355715496,0.10177961211625318,0.9591714352271495,0.9142644977014251,0.5,0.5,0.5530993636005337,0.9377003854392959
313_2$1,0.45027470049301177,0.1,0.8887523994689998,1.0,0.4177229988704593,0.9411582409632697,0.4584835743342661,0.886998291769125,0.4545454545454547,0.20334585802241298,0.7649989002225118,0.14563106796116504,0.15305156299634956,0.8788857864817721,0.9375,0.8455020443375114,0.5571026302511245,0.9462173890303331,0.423076923076923,0.9130958221329945,0.19941947077250152,0.9831519704718696,0.5494529587851634,0.875,0.1685270705179084,0.6619232727539178,0.4285714285714286,0.9099872107352566,0.9466896542838839,0.35,0.18561096369098767,0.41558441558441556,0.409333116944706,0.9116675511463938,0.25,0.5185185185185186,0.23721356426804832,0.2,0.6455897566143793,0.16304123857545455,0.755561674418096,0.5368475655292196,0.2078361594491809,0.32068521881150197,0.8197262930556414,0.125,0.591784135341088,0.9432090717022872,0.9526130745911168,0.0,0.948120993557335,0.7458569054248946,0.9173116851922277,0.7350893805578552,0.08581402935052358,0.5,0.5848715428757421,0.9081065350605203,0.0,0.9038477765277353,0.3324662622086107,0.9409206310708097,0.9298819492864601,0.7499999999999997,0.3993755358188925,0.1875,0.2,0.6887495004780095,0.880301220944239,0.7248627425875572,0.8055555555555557,1.0,0.184191144199697,0.2421048450694609,0.9216527863456034,0.8293278870201373,0.375,0.0,0.5033665663303051,0.9994972941764554
257_2$1,0.4997984056152614,0.5166666666666666,0.34426437731154125,0.5,0.13386492877558603,0.9122972243785594,0.5343400838267393,0.940061543501281,0.4545454545454547,0.021723798763762785,0.9246957212054235,0.3009708737864078,0.861672234559916,0.019442549008051813,0.5,0.43482213048977364,0.2201056277890927,0.5189167126484373,0.423076923076923,0.795806245059053,0.11656162144473506,0.8716126985949956,0.5838828183237976,0.375,0.0859071774216483,0.9662840554368768,0.8214285714285716,0.9568061698223618,0.9542348086714227,0.2833333333333334,0.22771435868666356,0.41558441558441556,0.07108788245186846,0.9175747024357487,0.6666666666666665,0.814814814814815,0.5850515944770481,0.2,0.6049364811783942,0.331545884606918,0.5775001830390426,0.3790072931305476,0.1156639414571668,0.08454699569623443,0.8882785719645894,0.6666666666666665,0.5636606379747414,0.9530033844927255,0.9093856503375658,0.523809523809524,0.8853967485904602,0.6945989258229011,0.13843428807591188,0.049985942710668065,0.09139444783090026,0.9583333333333335,0.6368234282538283,0.6441646682048323,0.2222222222222222,0.8624824447541743,0.24709135786103437,0.9448067316306052,0.9357232759724315,0.37499999999999983,0.35450312705109904,0.375,0.016666666666666698,0.6678063561442255,0.20901006247179202,0.08929028321570956,0.388888888888889,0.5,0.12351509199577283,0.06092307898314194,0.6576117686529178,0.5244439954462998,0.9166666666666665,1.0,0.6027755380554769,0.771044711525287
193_1$1,0.2416005204509962,0.45,0.9952299823111045,0.0,0.528661687727671,0.9513566606394596,0.5286279285340318,0.8888637703954227,0.4545454545454547,0.13670375520272196,0.8961710326756112,0.3786407766990291,0.20707459031300116,0.8223196099165387,0.8125,0.9543840880644701,0.5391197942469003,0.7767110642314743,0.30769230769230765,0.8458245183749058,0.25540883413313775,0.7619388848472202,0.6745528471997825,0.5416666666666666,0.10345499040504653,0.9652079091636517,0.4285714285714286,0.920374527615833,0.9379873107415961,0.1,0.09540857923373693,0.41558441558441556,0.39634890246628507,0.8701771035274496,0.375,0.40740740740740744,0.21710942283599785,0.4,0.7531978751622538,0.33006586541250216,0.8114403972335943,0.6459859010667338,0.14184642320966273,0.2549149854077034,0.946209857565536,0.5,0.5633282484171961,0.8001013115716372,0.8478387770054563,0.0,0.8637839276797802,0.6716698944212551,0.7317093000631919,0.53248233067571,0.10073440614632213,0.375,0.5885729046736695,0.8466542561380662,0.2777777777777778,0.916849516970972,0.27333473985128576,0.9811429845596548,0.9780207897668651,0.37499999999999983,0.32781166011543833,0.4375,0.4,0.7721462692929787,0.8812791909706286,0.7717155935921935,0.388888888888889,0.5,0.14430165183299526,0.19924527497856467,0.9410877788298683,0.8632963040716238,0.375,0.0,0.5322748567437015,0.8692288284780959
032_2$1,0.47982794825916814,0.4666666666666666,0.8627973791364378,0.9791666666666667,0.364641189056519,0.7994017647187127,0.2727932505592501,0.9509595166636352,0.6363636363636368,0.12679225822711546,0.8725037649470716,0.4563106796116504,0.3055310829160892,0.5147581649649251,0.8541666666666667,0.8009651384754972,0.38974323474504763,0.956457211222568,0.6153846153846155,0.955703650726316,0.1751586352734338,0.8294984210532701,0.62538913062844,0.625,0.17661903712780475,0.7730498319395621,0.5357142857142858,0.9314167560528477,0.9599502455513217,0.6166666666666666,0.42867516561151014,0.8571428571428572,0.3621034753371237,0.6639164762327662,0.16666666666666652,0.5555555555555555,0.26401043798641227,0.4,0.6598143084891245,0.5050600192907236,0.7255699263392796,0.4097600180306071,0.2352992691172055,0.27307062083570427,0.6756172954584178,0.125,0.2562827456517575,0.9735294926064874,0.9594363961350201,0.5714285714285714,0.8905822077728205,0.70812418918977,0.7656145076256872,0.4513095615125145,0.18439726060176842,0.125,0.5167188436069592,0.9429788539681392,0.24074074074074067,0.9465921648005857,0.3340056235804515,0.9557491520915061,0.9476759772498646,0.49999999999999933,0.41204157171805317,0.4375,0.41666666666666663,0.7219308161233176,0.7094754796168392,0.37762207662735675,0.777777777777778,0.8541666666666667,0.22435594907602774,0.292367501417163,0.6601688395382133,0.4246084005681399,0.125,0.0,0.4630475010081262,0.9655529338837899
051_1$1,0.3644504002521295,0.45,0.9148701903106456,0.0,0.1427536411483805,0.9635492644692775,0.4998646779526068,0.9383037407845407,0.7272727272727274,0.1192654301456049,0.8414765559182776,0.14563106796116504,0.25870698864076586,0.5382561593803716,0.5,0.9586502390037045,0.5281170076812217,0.9658669230097826,0.6538461538461539,0.9375844054643947,0.17938395854375647,0.7761447549137952,0.4218436209562017,0.375,0.08500067641176165,0.9017619364036172,0.5357142857142858,0.8897565061704227,0.956787183778738,0.25,0.1994922945544502,0.41558441558441556,0.16523175803956522,0.9601262549684295,0.375,0.5185185185185186,0.31781419899249264,0.1,0.5843117817428616,0.14922462866128638,0.9217189215724046,0.7853400709776703,0.14644498798313335,0.10596207697514401,0.97597801867945,0.5,0.789088171760231,0.9625582536925135,0.9521348826338573,0.14285714285714285,0.9324735759548359,0.7194177393331437,0.8764470621147051,0.7155604062074257,0.07104522378219483,0.5,0.6027571613164946,0.9014024565512043,0.0,0.9193879135425939,0.4008736765692159,0.9901482226194993,0.9885394918449174,0.37499999999999983,0.42937852400836846,0.0,0.1,0.6602955348868189,0.9339799464248102,0.8237797551924052,0.388888888888889,0.5,0.14158212282215246,0.08960465893560453,0.9928548917567966,0.9827874600365463,0.5,0.0,0.5473661128311237,0.972035949135998
115_1$1,0.6436913304536995,0.5166666666666666,0.27245020372566936,0.5,0.08509372161874289,0.8256034698025646,0.2860897409643163,0.9399659682355886,0.4545454545454547,0.2773429536840792,0.8157513137635678,0.39805825242718434,0.12456448163410501,0.82325720415748,0.0625,0.9788280681897402,0.5618269107468853,0.9645080712932989,0.6538461538461539,0.9513197103397126,0.13598368528727073,0.7665608104437618,0.5800755407601104,0.375,0.07832849809591308,0.8370842928362059,0.5357142857142858,0.9223091119343634,0.954501852322518,0.6,0.13052244192191956,0.38961038961038963,0.08586504876650539,0.9452357228726458,0.5416666666666665,0.6296296296296297,0.6291231249645742,0.5166666666666666,0.6672874964135947,0.20194131570905452,0.7974215287916355,0.6100637984790026,0.10998645320258131,0.09744074566350931,0.9582781330366873,0.5416666666666665,0.593247490413034,0.9574074494258427,0.9431609352137956,0.33333333333333315,0.727496229338577,0.7043866032203432,0.13017308221744991,0.030684639896092977,0.08416945288618555,1.0,0.6230980413451781,0.5137382717960151,0.0,0.9027147944470464,0.17182868002609256,0.9507152944306005,0.9463195748034093,0.37499999999999983,0.398535898616412,0.41666666666666674,0.4333333333333334,0.6845813597585547,0.5724485059236839,0.3660328405751103,0.388888888888889,0.5,0.11495010463752345,0.07972723471755432,0.9285417025569113,0.8583910254382089,0.625,1.0,0.5630574252413922,0.9425993103858834
