"Id","Creation Time","Name","Tags","Datasets","Method","Age","Gender","Education","Diagnosis","Log10","Intra-Norm","Model","F. Selection","Features","Norm","Class Weights","F1-Score","Dimensionality Red.","Features","Norm","F1-Score","Comments"
"CB-1656","2024-12-11 10:15:04","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","none","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","min-max","SMOTE augmented","0.6825371736300302","PCA(n_components=14, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1655","2024-12-11 10:14:14","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","neuroharmonize","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","min-max","SMOTE augmented","0.6907600826627321","PCA(n_components=13, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1654","2024-12-11 10:13:24","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","none","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","min-max","SMOTE augmented","0.6770380930420212","PCA(n_components=13, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1653","2024-12-11 10:12:37","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","neuroharmonize","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","min-max","SMOTE augmented","0.6958174904942965","PCA(n_components=12, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1652","2024-12-11 10:11:51","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","none","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","min-max","SMOTE augmented","0.6836699266230919","PCA(n_components=12, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1651","2024-12-11 10:11:05","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","neuroharmonize","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","min-max","SMOTE augmented","0.7141595722497818","PCA(n_components=11, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1650","2024-12-11 10:10:19","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","none","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","min-max","SMOTE augmented","0.6836699266230919","PCA(n_components=11, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1649","2024-12-11 10:09:35","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","neuroharmonize","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","min-max","SMOTE augmented","0.7019423918502045","PCA(n_components=10, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1648","2024-12-11 10:08:52","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","none","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","min-max","SMOTE augmented","0.6877351864790309","PCA(n_components=10, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1647","2024-12-11 10:08:09","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","neuroharmonize","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","min-max","SMOTE augmented","0.7217819836564543","PCA(n_components=9, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1646","2024-12-11 10:07:27","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","none","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","min-max","SMOTE augmented","0.6958174904942965","PCA(n_components=9, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1645","2024-12-11 10:06:49","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","neuroharmonize","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7]","min-max","SMOTE augmented","0.686657386304061","PCA(n_components=8, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1644","2024-12-11 10:06:10","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","none","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6, 7]","min-max","SMOTE augmented","0.6713723807579176","PCA(n_components=8, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1643","2024-12-11 10:05:32","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","neuroharmonize","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6]","min-max","SMOTE augmented","0.694845719969655","PCA(n_components=7, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1642","2024-12-11 10:04:54","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","none","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5, 6]","min-max","SMOTE augmented","0.6658689598466367","PCA(n_components=7, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
"CB-1641","2024-12-11 10:04:17","no name","[""5 datasets"",""Newcastle"",""mmse gap 24-26"",""Miltiadous"",""Izmir"",""Istambul"",""BrainLat:AR""]","['Izmir', 'Newcastle', 'Miltiadous', 'Istambul', 'BrainLat:AR']","neuroharmonize","true","true","false","true","true","none","RandomForestClassifier(max_depth=15, n_estimators=200, random_state=0)",,"[0, 1, 2, 3, 4, 5]","min-max","SMOTE augmented","0.7074345078145369","PCA(n_components=6, random_state=0)","['Delta_Frontal', 'Delta_Central', 'Delta_Parietal', 'Delta_Occipital', 'Delta_Temporal', 'Delta_Limbic', 'Alpha1_Frontal', 'Alpha1_Central', 'Alpha1_Parietal', 'Alpha1_Occipital', 'Alpha1_Temporal', 'Alpha1_Limbic', 'Theta_Frontal', 'Theta_Central', 'Theta_Parietal', 'Theta_Occipital', 'Theta_Temporal', 'Theta_Limbic', 'Alpha2_Frontal', 'Alpha2_Central', 'Alpha2_Parietal', 'Alpha2_Occipital', 'Alpha2_Temporal', 'Alpha2_Limbic', 'Alpha3_Frontal', 'Alpha3_Central', 'Alpha3_Parietal', 'Alpha3_Occipital', 'Alpha3_Temporal', 'Alpha3_Limbic', 'Beta1_Frontal', 'Beta1_Central', 'Beta1_Parietal', 'Beta1_Occipital', 'Beta1_Temporal', 'Beta1_Limbic', 'Beta2_Frontal', 'Beta2_Central', 'Beta2_Parietal', 'Beta2_Occipital', 'Beta2_Temporal', 'Beta2_Limbic', 'Gamma_Frontal', 'Gamma_Central', 'Gamma_Parietal', 'Gamma_Occipital', 'Gamma_Temporal', 'Gamma_Limbic']","none",,"[]"
